Layer ID,Event ID,Loss
Demo 1 Beta Group Layer 1,237,1495099.83350525
Demo 1 Beta Group Layer 1,238,594809.226852775
Demo 1 Beta Group Layer 1,239,74236.468001734
Demo 1 Beta Group Layer 1,240,210165.206992856
Demo 1 Beta Group Layer 1,241,395521.213214938
Demo 1 Beta Group Layer 1,242,225512.464553854
Demo 1 Beta Group Layer 1,243,266302.794516951
Demo 1 Beta Group Layer 1,244,48439.208620154
Demo 1 Beta Group Layer 1,245,50821.837785214
Demo 1 Beta Group Layer 1,246,352479.643358789
Demo 1 Beta Group Layer 1,247,374179.596478086
Demo 1 Beta Group Layer 1,248,178724.915407255
Demo 1 Beta Group Layer 1,249,274269.264545019
Demo 1 Beta Group Layer 1,250,87118.5485528845
Demo 1 Beta Group Layer 1,251,259940.822714211
Demo 1 Beta Group Layer 1,252,253093.067341534
Demo 1 Beta Group Layer 1,253,249040.161918417
Demo 1 Beta Group Layer 1,254,476476.460601049
Demo 1 Beta Group Layer 1,255,577167.605860037
Demo 1 Beta Group Layer 1,256,353665.911783512
Demo 1 Beta Group Layer 1,257,222157.185321236
Demo 1 Beta Group Layer 1,258,1224822.36731708
Demo 1 Beta Group Layer 1,259,150814.871116882
Demo 1 Beta Group Layer 1,260,62861.6158353722
Demo 1 Beta Group Layer 1,261,401616.204154088
Demo 1 Beta Group Layer 1,262,1147151.39638838
Demo 1 Beta Group Layer 1,263,680098.925889575
Demo 1 Beta Group Layer 1,264,89906.3219845999
Demo 1 Beta Group Layer 1,265,474142.327752695
Demo 1 Beta Group Layer 1,266,130198.845460537
Demo 1 Beta Group Layer 1,267,873975.864878484
Demo 1 Beta Group Layer 1,268,208759.657920303
Demo 1 Beta Group Layer 1,269,216920.870626263
Demo 1 Beta Group Layer 1,270,178644.351381726
Demo 1 Beta Group Layer 1,271,1227067.49720753
Demo 1 Beta Group Layer 1,272,190582.872112939
Demo 1 Beta Group Layer 1,273,145695.525994232
Demo 1 Beta Group Layer 1,274,222437.624766367
Demo 1 Beta Group Layer 1,275,113157.718770943
Demo 1 Beta Group Layer 1,276,246935.361414003
Demo 1 Beta Group Layer 1,277,284099.772031311
Demo 1 Beta Group Layer 1,278,199017.908477588
Demo 1 Beta Group Layer 1,279,228022.251367218
Demo 1 Beta Group Layer 1,280,194338.314852123
Demo 1 Beta Group Layer 1,281,288002.732949952
Demo 1 Beta Group Layer 1,282,106558.188970706
Demo 1 Beta Group Layer 1,283,1008973.01732083
Demo 1 Beta Group Layer 1,284,241580.015477998
Demo 1 Beta Group Layer 1,285,430995.043780981
Demo 1 Beta Group Layer 1,286,529674.341275133
Demo 1 Beta Group Layer 1,287,379260.40905362
Demo 1 Beta Group Layer 1,288,131630.966672629
Demo 1 Beta Group Layer 1,289,231963.651021281
Demo 1 Beta Group Layer 1,290,738159.670100608
Demo 1 Beta Group Layer 1,291,286768.936617178
Demo 1 Beta Group Layer 1,292,300846.9403212
Demo 1 Beta Group Layer 1,293,31725.1828718345
Demo 1 Beta Group Layer 1,294,525871.11372909
Demo 1 Beta Group Layer 1,295,30189.4252016809
Demo 1 Beta Group Layer 1,296,107130.109971775
Demo 1 Beta Group Layer 1,297,940305.887278533
Demo 1 Beta Group Layer 1,298,401146.139166294
Demo 1 Beta Group Layer 1,299,573287.609309731
Demo 1 Beta Group Layer 1,300,279334.381079385
Demo 1 Beta Group Layer 1,301,60685.5062990406
Demo 1 Beta Group Layer 1,302,331391.669078767
Demo 1 Beta Group Layer 1,303,352134.176098812
Demo 1 Beta Group Layer 1,304,63439.0007509787
Demo 1 Beta Group Layer 1,305,122391.961245285
Demo 1 Beta Group Layer 1,306,225790.36205317
Demo 1 Beta Group Layer 1,307,255878.214100929
Demo 1 Beta Group Layer 1,308,492946.558103682
Demo 1 Beta Group Layer 1,309,322589.531071025
Demo 1 Beta Group Layer 1,310,473217.666095201
Demo 1 Beta Group Layer 1,311,1173812.83964581
Demo 1 Beta Group Layer 1,312,200033.97892165
Demo 1 Beta Group Layer 1,313,296275.014988785
Demo 1 Beta Group Layer 1,314,687120.366365544
Demo 1 Beta Group Layer 1,315,27308.1793542516
Demo 1 Beta Group Layer 1,316,123439.119805884
Demo 1 Beta Group Layer 1,317,133761.231979527
Demo 1 Beta Group Layer 1,318,810901.492996334
Demo 1 Beta Group Layer 1,319,583835.519915505
Demo 1 Beta Group Layer 1,320,239661.445588276
Demo 1 Beta Group Layer 1,321,142626.972236217
Demo 1 Beta Group Layer 1,322,287312.86087963
Demo 1 Beta Group Layer 1,323,584465.175660097
Demo 1 Beta Group Layer 1,324,170845.735624148
Demo 1 Beta Group Layer 1,325,1168223.44372436
Demo 1 Beta Group Layer 1,326,3286758.95921643
Demo 1 Beta Group Layer 1,327,190715.647689307
Demo 1 Beta Group Layer 1,328,330059.817431299
Demo 1 Beta Group Layer 1,329,268940.812389835
Demo 1 Beta Group Layer 1,330,206345.039378326
Demo 1 Beta Group Layer 1,331,205615.515459561
Demo 1 Beta Group Layer 1,332,385754.798360654
Demo 1 Beta Group Layer 1,333,644967.906748877
Demo 1 Beta Group Layer 1,334,107169.868778847
Demo 1 Beta Group Layer 1,335,1169495.91314268
Demo 1 Beta Group Layer 1,336,330036.502659314
Demo 1 Beta Group Layer 1,337,1448822.36550026
Demo 1 Beta Group Layer 1,338,32507.6460795687
Demo 1 Beta Group Layer 1,339,259520.25078401
Demo 1 Beta Group Layer 1,340,525420.059348662
Demo 1 Beta Group Layer 1,341,1064483.94173497
Demo 1 Beta Group Layer 1,342,709717.678182617
Demo 1 Beta Group Layer 1,343,529078.271921837
Demo 1 Beta Group Layer 1,344,135394.694681448
Demo 1 Beta Group Layer 1,345,151511.928421755
Demo 1 Beta Group Layer 1,346,691126.189705888
Demo 1 Beta Group Layer 1,347,4035975.02559944
Demo 1 Beta Group Layer 1,348,592144.271646264
Demo 1 Beta Group Layer 1,349,88962.984856272
Demo 1 Beta Group Layer 1,350,266131.361256429
Demo 1 Beta Group Layer 1,351,1419294.73671365
Demo 1 Beta Group Layer 1,352,281856.308862969
Demo 1 Beta Group Layer 1,353,249074.616236954
Demo 1 Beta Group Layer 1,354,82634.7719110331
Demo 1 Beta Group Layer 1,355,637484.708134899
Demo 1 Beta Group Layer 1,356,455911.817455557
Demo 1 Beta Group Layer 1,357,113163.630840384
Demo 1 Beta Group Layer 1,358,147567.692679151
Demo 1 Beta Group Layer 1,359,61914.3276617748
Demo 1 Beta Group Layer 1,360,180514.187867759
Demo 1 Beta Group Layer 1,361,670413.895559606
Demo 1 Beta Group Layer 1,362,48894.1320131332
Demo 1 Beta Group Layer 1,363,158683.603790095
Demo 1 Beta Group Layer 1,364,266159.666379858
Demo 1 Beta Group Layer 1,365,812568.652279676
Demo 1 Beta Group Layer 1,366,134312.871122644
Demo 1 Beta Group Layer 1,367,15992.1274279481
Demo 1 Beta Group Layer 1,368,154069.50622876
Demo 1 Beta Group Layer 1,369,107904.426964803
Demo 1 Beta Group Layer 1,370,187806.962914104
Demo 1 Beta Group Layer 1,371,169905.177371157
Demo 1 Beta Group Layer 1,372,216495.731159191
Demo 1 Beta Group Layer 1,373,49072.0896612955
Demo 1 Beta Group Layer 1,374,1665981.59621024
Demo 1 Beta Group Layer 1,375,278765.501057191
Demo 1 Beta Group Layer 1,376,157611.832365858
Demo 1 Beta Group Layer 1,377,778350.319755534
Demo 1 Beta Group Layer 1,378,274786.715334125
Demo 1 Beta Group Layer 1,379,487323.957735087
Demo 1 Beta Group Layer 1,380,199755.334926727
Demo 1 Beta Group Layer 1,381,178317.623493116
Demo 1 Beta Group Layer 1,382,421715.109040593
Demo 1 Beta Group Layer 1,383,159095.351522422
Demo 1 Beta Group Layer 1,384,51455.223980348
Demo 1 Beta Group Layer 1,385,576711.082330198
Demo 1 Beta Group Layer 1,386,460595.775620541
Demo 1 Beta Group Layer 1,387,400903.255357143
Demo 1 Beta Group Layer 1,388,256536.781485768
Demo 1 Beta Group Layer 1,389,2142082.79965992
Demo 1 Beta Group Layer 1,390,123921.18367624
Demo 1 Beta Group Layer 1,391,1036334.16285502
Demo 1 Beta Group Layer 1,392,451472.601179114
Demo 1 Beta Group Layer 1,393,487674.362536692
Demo 1 Beta Group Layer 1,394,1337857.39156163
Demo 1 Beta Group Layer 1,395,312012.95611282
Demo 1 Beta Group Layer 1,396,1405711.80324897
Demo 1 Beta Group Layer 1,397,419296.100149916
Demo 1 Beta Group Layer 1,398,615729.674783889
Demo 1 Beta Group Layer 1,399,112414.427449663
Demo 1 Beta Group Layer 1,400,167482.030550536
Demo 1 Beta Group Layer 1,401,1155471.89073838
Demo 1 Beta Group Layer 1,402,115409.41967037
Demo 1 Beta Group Layer 1,403,396885.136409426
Demo 1 Beta Group Layer 1,404,3309634.64815649
Demo 1 Beta Group Layer 1,405,102008.317888988
Demo 1 Beta Group Layer 1,406,948910.284220343
Demo 1 Beta Group Layer 1,407,378109.339682971
Demo 1 Beta Group Layer 1,408,157229.484808465
Demo 1 Beta Group Layer 1,409,64051.0123729955
Demo 1 Beta Group Layer 1,410,397439.406026406
Demo 1 Beta Group Layer 1,411,460292.347501081
Demo 1 Beta Group Layer 1,412,84269.3275325508
Demo 1 Beta Group Layer 1,413,312111.444975842
Demo 1 Beta Group Layer 1,414,182709.805486389
Demo 1 Beta Group Layer 1,415,77488.0336725703
Demo 1 Beta Group Layer 1,416,106291.480974655
Demo 1 Beta Group Layer 1,417,102730.423973191
Demo 1 Beta Group Layer 1,418,78573.6082175932
Demo 1 Beta Group Layer 1,419,1374410.43853088
Demo 1 Beta Group Layer 1,420,381708.805810609
Demo 1 Beta Group Layer 1,421,149151.707139672
Demo 1 Beta Group Layer 1,422,82370.8129790082
Demo 1 Beta Group Layer 1,423,665714.994719717
Demo 1 Beta Group Layer 1,424,603822.799428698
Demo 1 Beta Group Layer 1,425,202768.63545311
Demo 1 Beta Group Layer 1,426,299651.260943533
Demo 1 Beta Group Layer 1,427,253463.979439086
Demo 1 Beta Group Layer 1,428,244480.840827582
Demo 1 Beta Group Layer 1,429,29394.5721009798
Demo 1 Beta Group Layer 1,430,195472.317935036
Demo 1 Beta Group Layer 1,431,438921.562928374
Demo 1 Beta Group Layer 1,432,506891.821472532
Demo 1 Beta Group Layer 1,433,36030.9935007146
Demo 1 Beta Group Layer 1,434,121019.427899464
Demo 1 Beta Group Layer 1,435,625576.515211424
Demo 1 Beta Group Layer 1,436,1469021.53745401
Demo 1 Beta Group Layer 1,437,66609.1964431425
Demo 1 Beta Group Layer 1,438,247864.591629357
Demo 1 Beta Group Layer 1,439,106135.725479327
Demo 1 Beta Group Layer 1,440,2564062.67223201
Demo 1 Beta Group Layer 1,441,110094.059836393
Demo 1 Beta Group Layer 1,442,879759.363212435
Demo 1 Beta Group Layer 1,443,670871.03799129
Demo 1 Beta Group Layer 1,444,625932.62554761
Demo 1 Beta Group Layer 1,445,363987.99962348
Demo 1 Beta Group Layer 1,446,531975.248387261
Demo 1 Beta Group Layer 1,447,960864.31392931
Demo 1 Beta Group Layer 1,448,422588.863961801
Demo 1 Beta Group Layer 1,449,202988.601679639
Demo 1 Beta Group Layer 1,450,605552.173987349
Demo 1 Beta Group Layer 1,451,643128.681729772
Demo 1 Beta Group Layer 1,452,143204.6027174
Demo 1 Beta Group Layer 1,453,190124.347476695
Demo 1 Beta Group Layer 1,454,305434.703450802
Demo 1 Beta Group Layer 1,455,438229.626355054
Demo 1 Beta Group Layer 1,456,425408.341212428
Demo 1 Beta Group Layer 1,457,333897.914583807
Demo 1 Beta Group Layer 1,458,96763.7006693441
Demo 1 Beta Group Layer 1,459,425098.584516227
Demo 1 Beta Group Layer 1,460,2457598.80777455
Demo 1 Beta Group Layer 1,461,216842.317343551
Demo 1 Beta Group Layer 1,462,1125065.99260884
Demo 1 Beta Group Layer 1,463,374894.924993775
Demo 1 Beta Group Layer 1,464,90674.8815646209
Demo 1 Beta Group Layer 1,465,314112.797494543
Demo 1 Beta Group Layer 1,466,237572.726132371
Demo 1 Beta Group Layer 1,467,433501.486100538
Demo 1 Beta Group Layer 1,468,142504.036527594
Demo 1 Beta Group Layer 1,469,638886.27919887
Demo 1 Beta Group Layer 1,470,234434.622495265
Demo 1 Beta Group Layer 1,471,1571022.26794116
Demo 1 Beta Group Layer 1,472,340799.231442181
Demo 1 Beta Group Layer 1,473,1345570.37953871
Demo 1 Beta Group Layer 1,474,105378.735254115
Demo 1 Beta Group Layer 1,475,1111538.35926151
Demo 1 Beta Group Layer 1,476,131849.287874344
Demo 1 Beta Group Layer 1,477,175430.821523722
Demo 1 Beta Group Layer 1,478,107635.245163154
Demo 1 Beta Group Layer 1,479,1085489.24432488
Demo 1 Beta Group Layer 1,480,67927.6767267555
Demo 1 Beta Group Layer 1,481,384122.377411889
Demo 1 Beta Group Layer 1,482,348007.992260587
Demo 1 Beta Group Layer 1,483,419799.606736792
Demo 1 Beta Group Layer 1,484,94655.985127537
Demo 1 Beta Group Layer 1,485,700442.9063543
Demo 1 Beta Group Layer 1,486,95602.0485581387
Demo 1 Beta Group Layer 1,487,51351.9033569848
Demo 1 Beta Group Layer 1,488,153200.808764639
Demo 1 Beta Group Layer 1,489,94165.844089449
Demo 1 Beta Group Layer 1,490,112440.037157163
Demo 1 Beta Group Layer 1,491,572643.534172264
Demo 1 Beta Group Layer 1,492,135898.670261872
Demo 1 Beta Group Layer 1,493,160475.240093442
Demo 1 Beta Group Layer 1,494,306114.924885926
Demo 1 Beta Group Layer 1,495,203345.578229772
Demo 1 Beta Group Layer 1,496,63167.5521751374
Demo 1 Beta Group Layer 1,497,254883.132743775
Demo 1 Beta Group Layer 1,498,172138.896787425
Demo 1 Beta Group Layer 1,499,1045597.85767593
Demo 1 Beta Group Layer 1,500,190257.33889044
Demo 1 Beta Group Layer 1,501,335208.708992152
Demo 1 Beta Group Layer 1,502,219333.890182559
Demo 1 Beta Group Layer 1,503,38032.3025605899
Demo 1 Beta Group Layer 1,504,77446.329651846
Demo 1 Beta Group Layer 1,505,424933.124291623
Demo 1 Beta Group Layer 1,506,40833.935319511
Demo 1 Beta Group Layer 1,507,738916.046025271
Demo 1 Beta Group Layer 1,508,281666.325027567
Demo 1 Beta Group Layer 1,509,560393.976824763
Demo 1 Beta Group Layer 1,510,106457.974037331
Demo 1 Beta Group Layer 1,511,165271.097362209
Demo 1 Beta Group Layer 1,512,279616.18795115
Demo 1 Beta Group Layer 1,513,109526.488307065
Demo 1 Beta Group Layer 1,514,1538740.6780638
Demo 1 Beta Group Layer 1,515,448564.880945285
Demo 1 Beta Group Layer 1,516,655336.072391373
Demo 1 Beta Group Layer 1,517,89915.3668314225
Demo 1 Beta Group Layer 1,518,478189.08954738
Demo 1 Beta Group Layer 1,519,333376.911389683
Demo 1 Beta Group Layer 1,520,195100.559807959
Demo 1 Beta Group Layer 1,521,138748.221183186
Demo 1 Beta Group Layer 1,522,499115.44548553
Demo 1 Beta Group Layer 1,523,109037.807628592
Demo 1 Beta Group Layer 1,524,780207.773443543
Demo 1 Beta Group Layer 1,525,391054.609873837
Demo 1 Beta Group Layer 1,526,249591.216711386
Demo 1 Beta Group Layer 1,527,947737.26565165
Demo 1 Beta Group Layer 1,528,1508062.06875295
Demo 1 Beta Group Layer 1,529,254409.668966969
Demo 1 Beta Group Layer 1,530,52250.3115486206
Demo 1 Beta Group Layer 1,531,291965.782705942
Demo 1 Beta Group Layer 1,532,109130.44600402
Demo 1 Beta Group Layer 1,533,221495.001944736
Demo 1 Beta Group Layer 1,534,210648.966398964
Demo 1 Beta Group Layer 1,535,523380.545800077
Demo 1 Beta Group Layer 1,536,924611.263285477
Demo 1 Beta Group Layer 1,537,194820.322137797
Demo 1 Beta Group Layer 1,538,194864.368635639
Demo 1 Beta Group Layer 1,539,37753.1218050465
Demo 1 Beta Group Layer 1,540,962964.809496023
Demo 1 Beta Group Layer 1,541,400994.765693608
Demo 1 Beta Group Layer 1,542,87920.6906165726
Demo 1 Beta Group Layer 1,543,86573.6542039996
Demo 1 Beta Group Layer 1,544,367501.752441478
Demo 1 Beta Group Layer 1,545,256203.755388811
Demo 1 Beta Group Layer 1,546,410567.565311292
Demo 1 Beta Group Layer 1,547,347110.076010417
Demo 1 Beta Group Layer 1,548,463220.07454172
Demo 1 Beta Group Layer 1,549,3460298.75642307
Demo 1 Beta Group Layer 1,550,290830.81724915
Demo 1 Beta Group Layer 1,551,501295.377492688
Demo 1 Beta Group Layer 1,552,192170.184400319
Demo 1 Beta Group Layer 1,553,538858.757067375
Demo 1 Beta Group Layer 1,554,253884.440058092
Demo 1 Beta Group Layer 1,555,426405.109263289
Demo 1 Beta Group Layer 1,556,81882.4333632639
Demo 1 Beta Group Layer 1,557,137668.765227405
Demo 1 Beta Group Layer 1,558,415532.455852732
Demo 1 Beta Group Layer 1,559,3838951.09624383
Demo 1 Beta Group Layer 1,560,858157.255311907
Demo 1 Beta Group Layer 1,561,121058.264496115
Demo 1 Beta Group Layer 1,562,182263.599784683
Demo 1 Beta Group Layer 1,563,132444.324172356
Demo 1 Beta Group Layer 1,564,112022.418409372
Demo 1 Beta Group Layer 1,565,208719.369735063
Demo 1 Beta Group Layer 1,566,121928.420043542
Demo 1 Beta Group Layer 1,567,696340.869753909
Demo 1 Beta Group Layer 1,568,207188.275433602
Demo 1 Beta Group Layer 1,569,945938.619160441
Demo 1 Beta Group Layer 1,570,81286.361293536
Demo 1 Beta Group Layer 1,571,333355.545266539
Demo 1 Beta Group Layer 1,572,19302.2842705446
Demo 1 Beta Group Layer 1,573,1300809.09883348
Demo 1 Beta Group Layer 1,574,523658.287454122
Demo 1 Beta Group Layer 1,575,185411.015686667
Demo 1 Beta Group Layer 1,576,488745.56865107
Demo 1 Beta Group Layer 1,577,109575.709699983
Demo 1 Beta Group Layer 1,578,994947.645974707
Demo 1 Beta Group Layer 1,579,1292666.08626366
Demo 1 Beta Group Layer 1,580,508315.004277589
Demo 1 Beta Group Layer 1,581,393366.004751825
Demo 1 Beta Group Layer 1,582,148953.405144361
Demo 1 Beta Group Layer 1,583,418009.577732161
Demo 1 Beta Group Layer 1,584,313227.950057915
Demo 1 Beta Group Layer 1,585,1068376.61353524
Demo 1 Beta Group Layer 1,586,753202.509520149
Demo 1 Beta Group Layer 1,587,314724.782854202
Demo 1 Beta Group Layer 1,588,68585.0344365184
Demo 1 Beta Group Layer 1,589,194538.602186264
Demo 1 Beta Group Layer 1,590,155121.626950269
Demo 1 Beta Group Layer 1,591,77188.3868852439
Demo 1 Beta Group Layer 1,592,154176.466200784
Demo 1 Beta Group Layer 1,593,144656.070391769
Demo 1 Beta Group Layer 1,594,110061.922898881
Demo 1 Beta Group Layer 1,595,263462.820181799
Demo 1 Beta Group Layer 1,596,1141663.18110626
Demo 1 Beta Group Layer 1,597,239767.305591431
Demo 1 Beta Group Layer 1,598,3000466.28933644
Demo 1 Beta Group Layer 1,599,139275.554662815
Demo 1 Beta Group Layer 1,600,43576.2533323777
Demo 1 Beta Group Layer 1,601,529090.089252227
Demo 1 Beta Group Layer 1,602,38094.4758023773
Demo 1 Beta Group Layer 1,603,42897.9981719227
Demo 1 Beta Group Layer 1,604,132781.961494469
Demo 1 Beta Group Layer 1,605,152562.857872009
Demo 1 Beta Group Layer 1,606,361093.4954782
Demo 1 Beta Group Layer 1,607,96344.3924053292
Demo 1 Beta Group Layer 1,608,146755.351500253
Demo 1 Beta Group Layer 1,609,125319.171729995
Demo 1 Beta Group Layer 1,610,303859.768477265
Demo 1 Beta Group Layer 1,611,106847.137012817
Demo 1 Beta Group Layer 1,612,291283.175499671
Demo 1 Beta Group Layer 1,613,106885.077943927
Demo 1 Beta Group Layer 1,614,78178.7568407313
Demo 1 Beta Group Layer 1,615,591609.098482953
Demo 1 Beta Group Layer 1,616,89523.9557735481
Demo 1 Beta Group Layer 1,617,478275.021432503
Demo 1 Beta Group Layer 1,618,36418.7476669192
Demo 1 Beta Group Layer 1,619,2495386.56288833
Demo 1 Beta Group Layer 1,620,359284.544413459
Demo 1 Beta Group Layer 1,621,537356.760659212
Demo 1 Beta Group Layer 1,622,99880.0123833349
Demo 1 Beta Group Layer 1,623,93656.5299812046
Demo 1 Beta Group Layer 1,624,130560.793155679
Demo 1 Beta Group Layer 1,625,299016.633953232
Demo 1 Beta Group Layer 1,626,91367.1106246741
Demo 1 Beta Group Layer 1,627,585975.950664412
Demo 1 Beta Group Layer 1,628,1279804.45235552
Demo 1 Beta Group Layer 1,629,480743.136063242
Demo 1 Beta Group Layer 1,630,556706.612214622
Demo 1 Beta Group Layer 1,631,253841.57309491
Demo 1 Beta Group Layer 1,632,202531.701414269
Demo 1 Beta Group Layer 1,633,103355.751418443
Demo 1 Beta Group Layer 1,634,624517.153303487
Demo 1 Beta Group Layer 1,635,37539.6324517673
Demo 1 Beta Group Layer 1,636,473446.477722909
Demo 1 Beta Group Layer 1,637,398180.407416035
Demo 1 Beta Group Layer 1,638,88510.1054941917
Demo 1 Beta Group Layer 1,639,138665.607275982
Demo 1 Beta Group Layer 1,640,386885.922016618
Demo 1 Beta Group Layer 1,641,109692.03971307
Demo 1 Beta Group Layer 1,642,529188.905624292
Demo 1 Beta Group Layer 1,643,230839.868966682
Demo 1 Beta Group Layer 1,644,28951.9171652536
Demo 1 Beta Group Layer 1,645,181771.755645375
Demo 1 Beta Group Layer 1,646,109933.528959029
Demo 1 Beta Group Layer 1,647,1215371.55326749
Demo 1 Beta Group Layer 1,648,180719.45242713
Demo 1 Beta Group Layer 1,649,102810.575336511
Demo 1 Beta Group Layer 1,650,351377.466817829
Demo 1 Beta Group Layer 1,651,892742.158375571
Demo 1 Beta Group Layer 1,652,197176.218528964
Demo 1 Beta Group Layer 1,653,396981.629209073
Demo 1 Beta Group Layer 1,654,179468.876089454
Demo 1 Beta Group Layer 1,655,435113.040585855
Demo 1 Beta Group Layer 1,656,189280.550908938
Demo 1 Beta Group Layer 1,657,375216.393937684
Demo 1 Beta Group Layer 1,658,226159.316890895
Demo 1 Beta Group Layer 1,659,302579.756343214
Demo 1 Beta Group Layer 1,660,1145860.51112604
Demo 1 Beta Group Layer 1,661,1296265.44628014
Demo 1 Beta Group Layer 1,662,936415.64687354
Demo 1 Beta Group Layer 1,663,70170.3442095574
Demo 1 Beta Group Layer 1,664,553230.70141815
Demo 1 Beta Group Layer 1,665,179742.415165145
Demo 1 Beta Group Layer 1,666,109910.287707303
Demo 1 Beta Group Layer 1,667,817597.261139361
Demo 1 Beta Group Layer 1,668,60236.5459220678
Demo 1 Beta Group Layer 1,669,302614.860927521
Demo 1 Beta Group Layer 1,670,25663.7197865324
Demo 1 Beta Group Layer 1,671,628918.286709078
Demo 1 Beta Group Layer 1,672,590531.692488349
Demo 1 Beta Group Layer 1,673,366914.418808277
Demo 1 Beta Group Layer 1,674,542608.073594563
Demo 1 Beta Group Layer 1,675,435067.637701523
Demo 1 Beta Group Layer 1,676,165070.932836411
Demo 1 Beta Group Layer 1,677,1002178.558442
Demo 1 Beta Group Layer 1,678,137619.925713844
Demo 1 Beta Group Layer 1,679,1365932.74633576
Demo 1 Beta Group Layer 1,680,186468.031218981
Demo 1 Beta Group Layer 1,681,318389.28684993
Demo 1 Beta Group Layer 1,682,506499.64198188
Demo 1 Beta Group Layer 1,683,486441.121084913
Demo 1 Beta Group Layer 1,684,478903.10818797
Demo 1 Beta Group Layer 1,685,255491.764718908
Demo 1 Beta Group Layer 1,686,174107.227240645
Demo 1 Beta Group Layer 1,687,92112.6138441356
Demo 1 Beta Group Layer 1,688,269151.20861382
Demo 1 Beta Group Layer 1,689,1440549.72200005
Demo 1 Beta Group Layer 1,690,393793.610301549
Demo 1 Beta Group Layer 1,691,442863.784866876
Demo 1 Beta Group Layer 1,692,68438.0862507855
Demo 1 Beta Group Layer 1,693,172624.489577555
Demo 1 Beta Group Layer 1,694,134626.541079857
Demo 1 Beta Group Layer 1,695,1108238.84265525
Demo 1 Beta Group Layer 1,696,376230.058671007
Demo 1 Beta Group Layer 1,697,697080.244922393
Demo 1 Beta Group Layer 1,698,529429.729138322
Demo 1 Beta Group Layer 1,699,101401.40461941
Demo 1 Beta Group Layer 1,700,286856.099066506
Demo 1 Beta Group Layer 1,701,164757.318789504
Demo 1 Beta Group Layer 1,702,95789.9837527131
Demo 1 Beta Group Layer 1,703,273406.635713514
Demo 1 Beta Group Layer 1,704,293264.421512803
Demo 1 Beta Group Layer 1,705,545245.401231966
Demo 1 Beta Group Layer 1,706,201190.207654574
Demo 1 Beta Group Layer 1,707,60997.7225709857
Demo 1 Beta Group Layer 1,708,387152.720917517
Demo 1 Beta Group Layer 1,709,1025815.18978117
Demo 1 Beta Group Layer 1,710,619463.3644175
Demo 1 Beta Group Layer 1,711,56057.0220474091
Demo 1 Beta Group Layer 1,712,248343.860082212
Demo 1 Beta Group Layer 1,713,104054.298561888
Demo 1 Beta Group Layer 1,714,49854.0448371673
Demo 1 Beta Group Layer 1,715,719881.730058086
Demo 1 Beta Group Layer 1,716,163644.177187294
Demo 1 Beta Group Layer 1,717,137834.11922781
Demo 1 Beta Group Layer 1,718,351083.867148896
Demo 1 Beta Group Layer 1,719,320652.83433941
Demo 1 Beta Group Layer 1,720,443682.868481446
Demo 1 Beta Group Layer 1,721,283037.036805005
Demo 1 Beta Group Layer 1,722,198913.511137052
Demo 1 Beta Group Layer 1,723,415561.704523471
Demo 1 Beta Group Layer 1,724,165954.258709784
Demo 1 Beta Group Layer 1,725,74950.1779222377
Demo 1 Beta Group Layer 1,726,442115.878336386
Demo 1 Beta Group Layer 1,727,173170.77771895
Demo 1 Beta Group Layer 1,728,191417.548259127
Demo 1 Beta Group Layer 1,729,588551.78882172
Demo 1 Beta Group Layer 1,730,693657.393706714
Demo 1 Beta Group Layer 1,731,741157.144790095
Demo 1 Beta Group Layer 1,732,469527.229514745
Demo 1 Beta Group Layer 1,733,501148.00321365
Demo 1 Beta Group Layer 1,734,434729.568443734
Demo 1 Beta Group Layer 1,735,500324.741480961
Demo 1 Beta Group Layer 1,736,96260.6422126679
Demo 1 Beta Group Layer 1,737,125019.01363777
Demo 1 Beta Group Layer 1,738,699181.766348646
Demo 1 Beta Group Layer 1,739,47958.0939172066
Demo 1 Beta Group Layer 1,740,190351.989875843
Demo 1 Beta Group Layer 1,741,463850.346966255
Demo 1 Beta Group Layer 1,742,68811.1735325967
Demo 1 Beta Group Layer 1,743,399145.725171797
Demo 1 Beta Group Layer 1,744,109245.261364938
Demo 1 Beta Group Layer 1,745,722269.677923426
Demo 1 Beta Group Layer 1,746,278471.384617609
Demo 1 Beta Group Layer 1,747,98260.1184446604
Demo 1 Beta Group Layer 1,748,37131.1675958758
Demo 1 Beta Group Layer 1,749,198123.331443214
Demo 1 Beta Group Layer 1,750,436252.6933106
Demo 1 Beta Group Layer 1,751,6521.05514461652
Demo 1 Beta Group Layer 1,752,684673.741026581
Demo 1 Beta Group Layer 1,753,170482.921007935
Demo 1 Beta Group Layer 1,754,174605.295810367
Demo 1 Beta Group Layer 1,755,35300.278976446
Demo 1 Beta Group Layer 1,756,1178806.40445539
Demo 1 Beta Group Layer 1,757,271496.480633596
Demo 1 Beta Group Layer 1,758,209192.781402871
Demo 1 Beta Group Layer 1,759,1887886.09157777
Demo 1 Beta Group Layer 1,760,250683.853614373
Demo 1 Beta Group Layer 1,761,366300.585379312
Demo 1 Beta Group Layer 1,762,166999.599990499
Demo 1 Beta Group Layer 1,763,221281.647663448
Demo 1 Beta Group Layer 1,764,547135.027841704
Demo 1 Beta Group Layer 1,765,235519.879222901
Demo 1 Beta Group Layer 1,766,161470.83771579
Demo 1 Beta Group Layer 1,767,196003.159192005
Demo 1 Beta Group Layer 1,768,257155.031157211
Demo 1 Beta Group Layer 1,769,65241.5055609081
